ID,symbol,name,country,sector,industry,ev,employees,# of shares,revenue 2023,revenue 2022,revenue 2021,revenue 2020,ebitda 2023,ebitda 2022,ebitda 2021,ebitda 2020,stock price 2018-10-30,stock price 2018-11-30,stock price 2018-12-30,stock price 2019-01-30,stock price 2019-02-28,stock price 2019-03-30,stock price 2019-04-30,stock price 2019-05-30,stock price 2019-06-30,stock price 2019-07-30,stock price 2019-08-30,stock price 2019-09-30,stock price 2019-10-30,stock price 2019-11-30,stock price 2019-12-30,stock price 2020-01-30,stock price 2020-02-28,stock price 2020-03-30,stock price 2020-04-30,stock price 2020-05-30,stock price 2020-06-30,stock price 2020-07-30,stock price 2020-08-30,stock price 2020-09-30,stock price 2020-10-30,stock price 2020-11-30,stock price 2020-12-30,stock price 2021-01-30,stock price 2021-02-28,stock price 2021-03-30,stock price 2021-04-30,stock price 2021-05-30,stock price 2021-06-30,stock price 2021-07-30,stock price 2021-08-30,stock price 2021-09-30,stock price 2021-10-30,stock price 2021-11-30,stock price 2021-12-30,stock price 2022-01-30,stock price 2022-02-28,stock price 2022-03-30,stock price 2022-04-30,stock price 2022-05-30,stock price 2022-06-30,stock price 2022-07-30,stock price 2022-08-30,stock price 2022-09-30,stock price 2022-10-30,stock price 2022-11-30,stock price 2022-12-30,stock price 2023-01-30,stock price 2023-02-28,stock price 2023-03-30,stock price 2023-04-30,stock price 2023-05-30,stock price 2023-06-30,stock price 2023-07-30,stock price 2023-08-30,stock price 2023-09-30,profitability 2023,profitability 2022,profitability 2021
331,NA9.F,NAGARRO SE  NA O.N.,Germany,Telecom,Information Technology Services,1142917632,19682,13776000,"856335000,0","546040000,0","430371000,0","402430000,0","146061000,0","70650000,0","66679000,0","61795000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"83,524999","83,770000","84,090001","88,886957","93,370000","87,310000","98,531818","113,818182","130,909091","153,045455","160,738095","178,886364","183,690476","166,452381","136,525000","137,195652","139,400001","124,500000","119,063637","108,261905","117,313043","97,018182","96,823808","107,113637","114,295238","122,036363","121,590000","94,852173","97,152941","87,085714","79,572499","86,188096","78,456819","68,350002","4139007,8249336374","2678016,177178089","3567017,14059347"
332,NA9.DE,NAGARRO SE  NA O.N.,Germany,Telecom,Information Technology Services,1155047936,19682,13776000,"856335000,0","546040000,0","430371000,0","402430000,0","146061000,0","70650000,0","66679000,0","61795000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"85,074999","83,950000","84,290001","89,286957","93,620000","87,640000","99,468182","114,227273","131,204545","153,590909","161,523810","179,272727","183,333333","166,880952","136,650000","136,369565","138,936843","124,116365","118,499999","108,280952","117,078261","96,581818","97,033334","107,368182","114,533334","122,154545","121,609999","94,843479","96,811766","86,733333","79,562500","86,033334","78,743181","68,174999","4139007,9079832123","2678016,3488738285","3567017,3225143747"
333,E3B.F,EUTELSAT COMMS  EO 1,France,Telecom,Communication Equipment,4084037120,1067,474747008,"1131300000,0","1151700000,0","1233900000,0","1278300000,0","1080400000,0","912600000,0","825300000,0","1045500000,0",,,,,,,,,,,,,,,,,"27,577999","27,577999","27,577999","27,577999","26,649999","8,277739","8,658571","8,704273","8,305364","9,426667","9,388100","9,601400","9,980200","10,278043","10,434000","10,421300","10,151636","9,932500","9,581182","10,096818","12,406667","12,101364","10,885714","10,934048","10,857250","9,504000","10,163421","10,780909","10,960455","9,911191","8,643913","8,826591","8,516191","8,930000","7,220952","7,051591","6,862750","6,273261","6,132059","6,205476","5,968250","6,051905","5,732727","5,602500","201000003,7801158","177200004,47516668","183400004,94854856"
334,TF2.F,TAKARA BIO INC.,Japan,Pharma,Biotechnology,-44774612992,1793,120416000,"78142000000,0","67699000000,0","46086000000,0","34565000000,0","25983000000,0","31704000000,0","17362000000,0","8970000000,0","5,095395","4,598547","4,825039","4,719740","4,317514","5,135911","6,709987","6,561939","5,700862","5,994873","6,365016","6,728161","6,284610","6,120690","5,838091","5,826687","6,362458","6,063544","12,024096","13,643018","15,715600","14,732235","14,374878","13,999688","14,183308","14,421512","13,869484","13,643018","14,922243","14,548651","21,720000","21,530000","21,745455","21,627273","23,100000","24,690909","22,333333","21,490909","20,328572","18,738095","17,705000","17,100000","15,905263","14,200000","12,922727","14,438095","14,600000","12,468182","11,604762","12,231818","11,957143","11,868182","12,010000","11,926087","11,529412","10,940909","10,472500","10,576191","9,125000","8,625000","5881999998,2767725","12538999998,58773","8844999997,421114"
335,NIU.MU,BIPROGY INC.,Japan,Telecom,Information Technology Services,-9476362240,8124,100503000,"339898000000,0","317600000000,0","309685000000,0","311554000000,0","46429000000,0","46440000000,0","36738000000,0","36452000000,0","0,027684","0,027768","0,028557","0,026917","0,030226","0,013596","-0,085649","-0,102356","-0,112531","-0,112883","-0,109511","-0,015368","0,858574","0,852376","0,865387","0,832256","0,895580","0,519864","-1,282873","-1,399305","-1,408821","-1,367478","-1,225955","-0,777332","4,042657","4,405547","4,677759","4,918788","4,191128","2,441078","-13,577373","-12,754412","-12,420380","-13,352685","-11,785823","-8,904919","23,226428","25,976591","25,077381","23,383095","23,543750","23,486957","23,284210","21,372727","19,777273","19,766667","22,304348","22,036364","22,133333","21,781818","22,952381","23,445454","21,070000","21,947826","21,964706","23,228571","22,920000","21,790476","22,927273","24,000000","14607999999,795897","9064999999,795944","10404999999,742056"
336,BV3.F,BAVARIAN NOR  NAM.  DK 10,Denmark,Pharma,Biotechnology,102261360,1354,77767800,"3150793000,0","1897875000,0","1852383000,0"," 662488000,0","187325000,0","85940000,0","819125000,0",0,"21,146136","18,810682","17,534412","19,424091","19,581500","18,604286","18,477000","19,345909","20,216579","23,568261","23,075454","24,617143","22,538636","21,679524","22,851111","25,354545","29,016241","18,081728","19,033500","25,054000","25,417143","26,718261","26,898095","27,118182","24,890000","24,895238","25,179000","28,159000","32,072000","33,546956","38,511000","36,016000","35,661364","33,533182","37,843636","45,328636","41,590000","41,175000","37,246666","29,789524","23,076500","21,367609","21,310789","22,301136","28,626363","37,720952","47,338696","31,649091","29,871905","32,655455","29,290476","31,121818","30,301000","25,843913","25,490000","26,136667","26,985500","23,271905","20,279318","20,469999","1381575000,5459034","1058451001,1899158","706710000,1248422"
337,COK.DE,CANCOM SE O.N.,Germany,Telecom,Information Technology Services,970598976,5668,35371800,"1307362000,0","1313165000,0","1658076000,0","1553408000,0","107147000,0","131461000,0","146800000,0","118413000,0","33,910620","34,293776","29,918866","30,149203","33,431282","35,542864","42,437462","43,092335","42,622545","47,652767","48,896009","50,783742","47,528221","50,592904","50,875448","51,694968","50,640938","37,510033","42,421396","51,687212","50,378846","48,089268","46,711420","44,813054","41,199734","41,834443","44,019791","45,705051","53,157647","52,132093","49,357434","48,247724","48,698680","51,201364","54,611818","53,770909","54,336190","61,596364","60,379048","55,260000","51,306500","53,089566","50,676843","36,855455","35,096363","31,389524","32,255652","26,576363","25,719048","27,934545","28,755238","31,661818","32,735000","32,920870","30,616471","30,090476","27,796000","26,144762","24,416364","26,340000","26432009,05857351","33150007,383170493","36907006,61170965"
338,COK.F,CANCOM SE O.N.,Germany,Telecom,Information Technology Services,990902592,5668,35371800,"1307362000,0","1313165000,0","1658076000,0","1553408000,0","107147000,0","131461000,0","146800000,0","118413000,0","33,807325","34,315785","29,813388","30,091184","33,404063","35,477812","42,461926","43,184028","42,445860","47,732255","48,903369","51,012946","47,507282","50,492923","50,761912","51,584740","50,572157","37,525926","42,398845","51,736360","50,363381","48,095687","46,678465","44,752915","41,207012","41,896586","43,946083","45,741611","53,131164","52,092842","49,374549","48,181145","48,696096","51,190454","54,532728","53,823637","54,362381","61,625455","60,535238","55,313333","51,255500","53,219130","50,640000","36,880909","35,146363","31,314286","32,337391","26,437273","25,617143","27,829091","28,732381","31,580000","32,703000","32,883478","30,491765","30,123810","27,736000","26,141905","24,496363","26,610001","26432009,2480666","33150007,537616417","36907006,75001766"
339,A5SA.F,ASTON MARTIN LAG.GLB.HLDG,United Kingdom,Automotive,Auto Manufacturers,2777639936,2473,795310976,"1381500000,0","1095300000,0"," 611800000,0"," 997300000,0","-7000000,0","159700000,0",0,"128700000,0","109,714569","108,715727","87,613495","88,575588","87,005993","81,182430","71,734981","63,923915","71,853627","63,534311","33,428313","39,574199","33,617713","35,412474","41,769129","34,241505","32,223881","16,433349","15,519500","10,236900","15,355238","11,553044","14,099048","12,332273","11,547727","14,970000","17,952750","19,979300","24,358750","23,005435","22,706500","22,422250","23,303182","21,861818","23,172955","22,569773","20,703095","19,254000","15,498000","15,765429","13,415500","10,871217","10,454421","8,667773","6,845182","5,541524","5,774783","2,139696","1,182690","1,482182","1,790548","1,844136","2,137750","2,773044","2,644941","2,742857","3,620600","4,036381","4,069455","4,115000","286899603,19429487","184700017,39286122","260699978,09432226"
340,IDI.F,"INTERDIGITAL (PA.) DL-,01",United States,Telecom,Telecom Services,1799692288,425,26407100,"457794000,0","425409000,0","358991000,0","318924000,0","147059000,0","82781000,0","72092000,0","66897000,0","58,146463","59,659548","57,457638","56,317764","58,005138","53,998100","55,099134","55,668164","52,677109","54,002577","43,487106","44,356369","45,114601","48,865981","46,237162","48,485394","49,954748","37,543360","41,762591","48,583181","47,290419","48,123520","51,274066","47,975508","47,738480","48,255789","48,568101","52,043116","52,952180","52,371572","58,052225","57,710441","64,050775","56,198175","58,908251","57,583209","57,379272","61,344603","60,644167","60,134345","58,050000","57,282609","55,131579","56,022727","59,136364","59,238095","54,513043","45,054545","47,661905","47,245454","46,257143","56,318182","67,800000","67,978261","64,882353","74,309524","83,025000","85,404762","77,659091","79,500000","42753012,23789287","38277021,74040285","42408024,963828"
341,AYJ.F,VALNEVA SE,France,Pharma,Biotechnology,702176320,700,138788000,"361303000,0","348085000,0","110321000,0","126196000,0",0,"-38735000,0","-44764000,0","10370000,0","3,481818","3,315909","3,276176","3,396818","3,182250","3,437381","3,432500","3,333182","3,331316","3,149348","3,035000","3,044762","2,725455","2,520476","2,520833","2,844091","3,251500","2,465909","2,845750","3,865750","4,129524","4,772174","5,448095","5,888409","6,497273","5,688333","7,233000","8,918000","12,356000","10,323044","12,090500","11,849500","11,265909","11,532727","13,297727","15,732727","15,499048","21,735455","24,639048","16,680000","14,800000","15,713913","14,992632","11,348227","10,689909","10,096476","9,710043","7,208000","6,275429","6,723091","6,506667","6,684818","6,008800","5,105826","4,835765","5,461857","6,622000","6,729333","6,369455","6,459000","29321994,41658129","93170981,8723036","19470984,313816458"
342,NHK.F,NHK SPRING CO. LTD,Japan,Automotive,Auto Parts,-10935010304,17612,226516992,"693246000000,0","586903000000,0","572639000000,0","664499000000,0","59450000000,0","78756000000,0","42590000000,0","38924000000,0","0,046892","0,043469","0,044189","0,044896","0,046875","0,024927","-0,093375","-0,078333","-0,076164","-0,078615","-0,070778","-0,059495","0,115236","0,128879","0,135080","0,128971","0,121572","0,135026","0,498673","0,526854","0,526508","0,469047","0,440791","0,812454","4,078007","3,926995","4,104973","4,317398","4,746076","3,903923","-5,547600","-5,540700","-6,214182","-5,915182","-5,720727","-4,608454","6,221429","6,470454","7,347619","7,176191","6,670000","6,354348","5,957895","6,290909","6,384091","6,226190","6,704348","6,370455","5,740476","5,879545","5,923810","5,956818","6,132500","6,271739","6,317647","6,519048","6,420000","6,645238","6,895455","7,000000","26992999999,816063","24165999999,861153","26912999999,743248"
343,BIO3.DE,BIOTEST AG VZ O.N.,Germany,Pharma,Biotechnology,1871218176,2307,19785700,"516100000,0","515600000,0","484200000,0","419100000,0","24700000,0",0,"13800000,0","41100000,0","23,485591","22,443244","23,218387","22,712310","22,041228","22,412882","22,031279","21,699896","21,942628","21,931225","21,596176","21,969606","21,704904","21,506863","20,337745","20,504362","21,251643","19,051478","20,980048","20,284357","20,369387","20,853705","23,400900","25,805143","26,840072","26,082897","26,503267","27,921301","28,999806","30,071365","29,489128","29,240834","33,550000","34,527273","35,213636","36,890909","41,647619","39,436364","38,623810","37,247619","36,525000","35,569565","35,852632","35,713636","35,363636","35,004762","33,530434","34,959091","34,600000","34,359091","33,904762","33,609091","33,545000","33,017391","31,223529","31,638095","31,560000","31,666667","31,372727","31,500000","29300075,75782089","18199897,747640654","27000135,59552"
344,BIO.F,BIOTEST AG ST O.N.,Germany,Pharma,Biotechnology,2315218176,2307,19785700,"516100000,0","515600000,0","484200000,0","419100000,0","24700000,0",0,"13800000,0","41100000,0","22,379010","22,358589","25,883793","24,468746","24,040362","24,029428","24,294941","24,019977","23,063158","21,926087","21,318182","22,019048","21,945455","21,747619","20,011111","19,386364","19,232500","18,159091","21,260000","22,130000","22,038095","22,226087","24,228571","26,818182","27,100000","26,476190","27,870000","29,390000","29,920000","29,991304","28,965000","28,790000","33,745455","34,281818","34,481818","38,368182","43,233334","43,081818","42,595238","42,780952","42,659999","42,169565","42,178947","41,800000","41,890909","42,166667","42,165217","41,868182","41,857143","42,581818","42,819048","42,495454","42,345001","42,426087","42,152942","42,390477","42,270001","42,123810","42,290910","41,799999","29300093,733529393","18199873,485345572","27000167,769433044"
345,BIO3.F,BIOTEST AG VZ O.N.,Germany,Pharma,Biotechnology,1863145472,2307,19785700,"516100000,0","515600000,0","484200000,0","419100000,0","24700000,0",0,"13800000,0","41100000,0","23,355044","22,318550","23,014148","22,522954","21,850272","22,290274","21,867683","21,544469","21,762570","21,741472","21,429456","21,778308","21,705819","21,367754","20,220104","20,350281","21,217653","18,922255","21,040736","20,374542","20,241282","20,871371","23,310881","25,769198","26,863151","26,030960","26,463699","27,851795","29,020193","30,037059","29,409659","29,135987","33,459090","34,304546","35,077272","36,577273","41,404762","39,186364","38,271428","37,123809","36,385000","35,200000","35,731579","35,572727","35,249999","34,847619","33,426087","34,754545","34,314286","34,250000","33,704762","33,468182","33,290000","32,926087","31,117647","31,580952","31,350000","31,523809","31,081818","31,400000","29300075,43099077","18199898,188772023","27000135,01054145"
346,BIO.DE,BIOTEST AG ST O.N.,Germany,Pharma,Biotechnology,2331363584,2307,19785700,"516100000,0","515600000,0","484200000,0","419100000,0","24700000,0",0,"13800000,0","41100000,0","22,529217","22,526947","26,189699","24,759675","24,332869","24,284259","24,617406","24,319985","23,342105","22,213044","21,713636","22,295238","22,277273","21,857143","19,913889","19,425000","19,290000","18,229545","20,950000","21,990000","22,161905","22,217391","24,333333","26,863637","27,081818","26,495238","28,050000","29,260000","29,950000","30,156522","29,220000","28,830000","33,922727","34,304545","34,486363","38,645454","43,442857","43,300000","42,766667","42,876190","43,050000","42,404347","42,389474","41,936363","42,063636","42,400000","42,434783","42,095455","42,147619","42,813636","43,023809","42,718182","42,640000","42,695652","42,294118","42,676189","42,510000","42,400001","42,500000","42,200001","29300094,387189634","18199872,603082843","27000168,939390145"
347,NB2.F,NORTHERN DATA AG INH O.N.,Germany,Telecom,Information Technology Services,564037632,157,28816800,"189859578,0"," 16377361,0","10131889,44",0,"407718072,0","-63198869,0","-4733298,35",0,"19,661905","20,554546","16,841177","17,140909","17,250000","16,166667","17,275000","19,440909","17,047369","16,343478","15,068182","12,085714","11,536364","15,200000","21,372222","28,381818","33,970000","31,200000","46,155000","52,130000","62,142856","61,647826","55,547619","59,072727","49,490909","52,142857","62,630000","87,100000","109,620000","100,717391","100,630001","88,130001","83,027273","77,640909","69,390909","73,754545","56,623809","85,072727","86,147619","67,847620","56,385000","48,141304","53,762632","36,286364","27,590000","21,683810","22,829565","14,750909","9,696191","8,176364","6,420000","9,304773","10,294250","10,400870","17,640000","16,151428","19,597500","22,407143","16,716364","15,800000","200862001,3834011","218442991,0751942","1107880,836239279"
348,NB2.DE,NORTHERN DATA AG INH O.N.,Germany,Telecom,Information Technology Services,548557568,157,28816800,"189859578,0"," 16377361,0","10131889,44",0,"407718072,0","-63198869,0","-4733298,35",0,"19,892000","20,636363","16,688235","17,331818","17,450000","16,485714","17,500000","19,909091","17,257895","16,504348","15,295455","12,271429","11,781818","15,747619","21,472222","28,427273","34,620000","31,454546","46,460000","51,665000","61,966667","61,239130","55,633333","58,981818","49,713637","52,838096","63,049999","86,970000","109,575000","101,156521","100,284999","88,670000","83,554545","77,950001","69,800000","74,490909","57,323809","85,745455","86,414285","67,090475","56,755000","48,347826","53,882632","36,470909","27,470909","21,815238","22,763478","14,850000","9,420476","8,194091","6,540714","9,158182","10,378750","10,663043","17,962353","16,468571","19,795000","22,375714","16,874545","16,550000","200862001,34543353","218442991,3201363","1107884,106699507"
349,IMU.F,"IMMUNOGEN INC.  DL-,01",United States,Pharma,Biotechnology,2902588672,277,248943008,"108782000,0"," 69856000,0","132299000,0"," 82271000,0",0,0,"-21170000,0","-87159000,0","6,407727","4,975909","4,520588","4,381818","4,718000","2,280952","2,303300","2,114405","1,758789","2,053848","2,355436","2,699119","2,202273","2,985905","3,861889","4,251614","4,733625","3,073286","3,336500","4,122100","4,056405","3,899891","3,203524","3,154477","4,180477","4,854048","5,405750","5,936400","7,092550","7,193435","6,443500","5,571950","5,300136","5,020500","4,690727","4,953455","5,032000","4,999409","6,140857","5,546810","4,788650","4,516696","4,770474","3,801250","3,578364","4,946095","5,414696","5,108364","5,859595","5,275705","4,697310","4,237705","3,953400","3,672022","3,734765","12,111045","16,275000","16,865714","14,482727","14,787500","1363986,6575865701","1433976,9915208358","916862,8914184223"
350,ADN1.F,ADESSO SE  INH O.N.,Germany,Telecom,Information Technology Services,904048448,8856,6514270,"900253000,0","678324000,0","523375000,0","449704000,0","91354000,0","102363000,0","60223000,0","48372000,0","58,822504","55,112736","47,965585","51,314004","51,545086","54,642925","51,400743","48,944594","50,605272","49,086723","46,816365","48,542368","48,794362","48,471806","50,765874","57,467470","57,869804","43,385739","45,052106","53,528087","56,241399","56,606037","64,064921","72,932552","69,881245","81,290552","95,608647","107,500589","117,798973","108,388090","113,581018","120,037822","136,009092","146,800000","166,836364","186,154546","172,342856","196,263637","185,685713","185,295239","191,594999","205,143478","178,726315","171,427272","165,154547","150,647619","140,565218","111,436364","101,461905","120,231818","131,761905","146,263635","149,289999","150,652171","138,894117","125,266666","120,430000","112,304762","108,509091","115,000000","23953009,896101408","18360008,8317893","10794015,01168072"
351,ADN1.DE,ADESSO SE  INH O.N.,Germany,Telecom,Information Technology Services,903396992,8856,6514270,"900253000,0","678324000,0","523375000,0","449704000,0","91354000,0","102363000,0","60223000,0","48372000,0","59,476031","55,133675","47,973186","51,431996","52,023731","54,864610","51,602843","49,003204","50,571565","49,106513","47,128703","48,843678","49,001278","48,624923","51,298213","57,528900","58,184076","43,080439","45,247146","53,545750","56,337733","56,780661","64,559770","73,115453","69,892035","81,415885","96,014400","107,981340","117,951299","108,758868","114,440400","120,449158","135,972728","147,300000","166,409091","185,918184","172,419048","196,745454","187,109523","185,952381","194,139999","203,578261","178,968422","171,063637","165,390907","151,742855","140,452174","111,400000","101,857143","120,572728","131,704763","146,409093","149,530000","150,904347","138,717647","125,371429","120,490000","111,561905","108,836364","113,899998","23953009,888970293","18360008,825425126","10794015,000863325"
352,USY1.F,"UNISYS CORP. NEW  DL-,01",United States,Telecom,Information Technology Services,339205408,16200,68300496,"1979900000,0","2054400000,0","2026300000,0","2948700000,0","88800000,0",0,0,"185400000,0","16,546818","13,584545","10,662941","10,903636","11,843000","11,290476","10,070200","8,854136","8,383316","8,928348","7,968682","6,852476","6,918182","9,983333","10,258333","10,252273","14,190000","10,452273","10,985000","10,150000","10,219048","9,502174","10,188095","9,570455","9,763636","11,690476","14,055000","18,545000","20,765000","21,508696","20,756500","20,133500","21,653636","19,626818","19,986818","20,468182","22,004762","18,332727","17,138571","16,854286","17,172500","19,649565","17,398948","11,465455","11,141591","12,540714","10,656304","8,549000","8,729714","5,399591","4,284714","4,861500","5,111750","3,616565","3,304706","3,775238","3,821000","4,391429","3,846364","3,670000","77300003,81988072","81699998,94295603","99999997,69874215"
353,GFT.DE,GFT TECHNOLOGIES SE,Germany,Telecom,Information Technology Services,815332160,9008,26325900,"730135860,22","566193853,26","444849910,97","428979446,33","87901334,62","61346860,63","39971770,13","45464770,07","9,817233","8,209200","6,685115","7,137955","7,363466","7,345879","7,548934","7,554491","6,914775","6,995130","6,482559","6,663054","7,385541","9,532005","11,498632","12,006473","12,610376","8,012857","8,092994","8,388937","10,022617","10,802580","11,896493","12,073470","10,737977","11,011568","11,993052","12,241690","14,854861","15,245584","17,022269","19,397699","20,819957","24,125000","28,475000","29,904546","32,380952","39,736364","42,573809","41,202381","44,167500","42,058696","39,576315","37,904545","41,200000","38,978571","39,532609","32,086364","31,292857","35,002273","34,559524","36,647727","40,815000","35,576086","35,674118","31,314285","27,933000","26,238095","25,242727","25,320000","7847115,335537891","7002424,360527855","4528551,56769961"
354,GFT.F,GFT TECHNOLOGIES SE,Germany,Telecom,Information Technology Services,801658240,9008,26325900,"730135860,22","566193853,26","444849910,97","428979446,33","87901334,62","61346860,63","39971770,13","45464770,07","9,754776","8,223747","6,684493","7,108577","7,345677","7,327012","7,540493","7,509182","6,911717","6,977464","6,471541","6,655668","7,370170","9,508163","11,476784","11,980833","12,601567","8,074405","8,090177","8,383712","9,991654","10,785353","11,895550","12,082475","10,734825","11,044116","11,997014","12,228812","14,771652","15,282623","17,010381","19,420483","20,881214","24,213636","28,413636","29,940909","32,309524","39,602273","42,661905","41,085714","43,730000","42,069565","39,807895","38,181818","41,309091","38,752381","39,708695","32,031818","31,392857","34,913636","34,414286","36,461364","40,852500","35,619565","35,642352","31,382857","27,977000","26,188571","25,226364","25,380000","7847115,179978023","7002424,137632667","4528551,225610182"
355,OCU.MU,OKINAWA CELL.TEL.,Japan,Telecom,Telecom Services,-211433008,439,48991600,"77298000000,0","73425000000,0","74190000000,0","68050000000,0","22117000000,0","22173000000,0","21421000000,0","20277000000,0","-6749,021396","-6184,650435","-5886,853315","-6192,903964","-6243,146143","-4898,781791","1573,350275","1555,642267","1565,614830","1617,155995","1649,858176","1475,897850","-491,323822","-518,797961","-554,794400","-580,818959","-572,942691","-436,158299","139,313370","150,800452","144,610164","143,538477","141,414465","120,787309","-36,797397","-38,847584","-39,348657","-40,943987","-42,234641","-45,555536","-57,123909","-55,750111","-55,759497","-58,180127","-58,149524","-53,473332","19,921190","19,183296","19,374167","19,125833","18,975000","18,900326","17,852632","18,477273","18,809091","18,857143","19,013044","18,059091","18,280953","18,954546","19,647619","20,827273","21,910000","21,278261","20,305883","19,828571","19,120000","18,823810","19,022727","19,799999","7980999999,99044","8282999999,990464","9499999999,99013"
356,MOR.DE,MORPHOSYS AG O.N.,Germany,Pharma,Biotechnology,458816896,544,34170100,"278267003,0","179600000,0","327698465,0"," 71755303,0","144576346,0",0,"127035978,0","-98002946,0","83,095454","99,611364","96,052940","99,386365","94,140000","85,659524","88,510001","91,509091","86,044737","96,604347","108,654545","105,004762","98,959090","102,359524","123,227777","121,631818","111,864999","88,556819","92,501000","114,367501","111,707143","116,267391","108,888095","107,925001","94,053182","90,705715","92,587000","96,562500","92,572001","79,466087","75,825000","70,197001","66,893637","57,280455","46,549090","43,842272","39,580952","37,983636","33,531428","29,671905","25,858500","23,919131","23,771579","18,926136","19,403864","21,410000","21,047826","18,920000","20,511667","17,104773","14,242619","16,090000","18,335250","14,940870","18,128529","21,810000","26,874000","28,078571","28,225000","27,980000","15228665,173526712","26156163,879841562","49336533,6117083"
357,MOR.F,MORPHOSYS,Germany,Pharma,Biotechnology,456766688,544,34170100,"278267003,0","179600000,0","327698465,0"," 71755303,0","144576346,0",0,"127035978,0","-98002946,0","83,006818","99,393182","96,070589","99,429545","94,112500","85,669047","88,580000","91,481818","86,460527","96,500000","108,727273","104,971429","99,131818","102,452381","123,200001","121,704546","111,937501","88,552273","92,729000","113,937501","111,552380","116,013043","108,669048","107,822727","94,283182","90,843808","92,599001","96,687501","92,850000","79,781739","75,761000","70,417001","66,953636","57,425909","46,592727","43,907727","39,763810","38,052727","33,645715","29,702381","25,887500","23,972609","23,856053","19,037954","19,417500","21,155476","21,094565","18,850909","20,484048","17,024318","14,268810","15,980682","18,348750","14,874783","17,955000","21,729286","26,903500","28,140000","28,285455","27,849999","15228665,159345914","26156163,88484695","49336533,5955695"
358,67X.F,MUSASHI SEIMITSU IND.,Japan,Automotive,Auto Parts,87712432128,12957,65336900,"301500000000,0","241896000000,0","204714000000,0","236355000000,0","27279000000,0","26324000000,0","26506000000,0","9504000000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,372747","-12,571599","-13,014721","-14,522148","-15,093977","-14,541833","-18,776091","-17,789274","-15,616872","-12,403523","15,197429","14,796091","13,783524","14,221619","13,483000","11,280087","9,538947","9,584546","9,592273","9,819762","11,308261","11,541364","11,072381","11,721364","11,271429","11,256364","12,206500","11,850870","11,864706","11,728571","11,255000","10,923810","10,663636","10,650000","15162000003,215384","17793000003,33203","12845000003,309155"
359,9VC.F,ATAI LIFE SCIENCES BV EO1,Germany,Pharma,Biotechnology,-9673649,133,166010000,"  233000,0","20376000,0",,,0,0,"-92118000,0","-8168000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,262333","14,602273","12,983636","13,734091","11,709048","11,915909","8,201429","5,221905","4,871000","4,754783","4,547158","3,714182","3,260409","3,922810","4,354739","3,868455","3,149190","2,945364","2,860286","1,826432","1,669150","1,290804","1,729176","1,740143","1,583950","1,839690","1,543977","1,411000","1024000,066978114","1128000,0803960024","59000,10501366725"
360,GBY.F,"SANGAMO THERAP.INC.DL-,01",United States,Pharma,Biotechnology,-19447346,478,177112000,"111299000,0","110701000,0","118192000,0","102428000,0",0,0,0,0,"12,177273","10,295909","10,116471","9,976818","8,260500","8,491905","10,634600","9,081864","8,358579","10,304000","10,212500","9,555952","7,727864","8,820667","8,567278","7,274091","6,842150","6,154455","6,850650","9,198950","9,139095","9,286130","9,715000","8,656500","8,904818","9,077428","10,799750","12,771500","11,193850","9,930957","9,732000","8,831000","9,451455","8,756727","8,209182","8,197000","7,335810","8,164091","7,160762","5,582333","5,011650","5,165609","4,833342","3,649068","3,520045","4,347167","5,304043","5,310023","4,632667","3,609568","3,063333","3,096045","2,867425","1,939765","1,411271","1,167050","1,059800","1,182124","0,879327","0,869250","20171000,096617892","23278000,10607431","14714000,150112279"
361,DA9.F,DTS CORP.,Japan,Telecom,Information Technology Services,-38314926080,5703,43408000,"106132000000,0"," 94452795000,0"," 90493206000,0"," 94618831000,0","12407000000,0","12018302000,0","11708025000,0","11389532000,0","0,038656","0,038159","0,035268","0,035322","0,039995","0,027658","-0,044964","-0,051222","-0,052909","-0,054706","-0,053762","0,173127","2,324862","2,287924","2,487498","2,542367","2,232034","1,521508","-1,681944","-1,914934","-1,957485","-1,905261","-1,779668","-1,217866","4,880717","4,950917","4,774759","4,641032","5,142157","4,027461","-9,923551","-9,852967","-10,055212","-10,499629","-10,055212","-7,853874","18,661905","18,340909","18,995238","18,823809","19,865000","19,726087","19,573684","21,581818","21,081818","23,047619","24,921739","24,218182","23,400000","23,154546","21,247619","20,604546","21,320000","21,843478","21,341177","22,104762","22,170000","20,790476","19,709091","20,300000","648999996,91183","290982996,8119518","318119996,7274646"
